dbn,school_name,school_type,enrollment,survey_pp_RI,survey_pp_CT,survey_pp_SE,survey_pp_ES,survey_pp_SF,survey_pp_TR,gender_female_pct,gender_male_pct,QR_1_1,QR_1_2,QR_2_2,QR_3_4,QR_4_2,QR_1_4,QR_1_3,QR_3_1,QR_4_1,QR_5_1,ELL,IEP,hs_overage_undercredit_hoi_pct,temp_housing_pct,hra_elig_pct,median_distance,Principal_experience,Teach_3_more_exp,val_attendance_hs_all,val_chronic_absent_hs_all,Teacher_attendance,n_pct_cpci_all,val_pct_cpci_all,n_grad_pct_4_all,val_grad_pct_4_all,n_grad_pct_6_all,val_grad_pct_6_all,n_act_engl,val_act_engl,n_act_math,val_act_math,n_act_read,val_act_read,n_act_scie,val_act_scie,n_mean_act_engl,val_mean_act_engl,n_mean_act_math,val_mean_act_math,n_mean_act_read,val_mean_act_read,n_mean_act_scie,val_mean_act_scie,n_mean_sat_math,val_mean_sat_math,n_mean_sat_writ,val_mean_sat_writ,n_pct_act_engl,val_pct_act_engl,n_pct_act_math,val_pct_act_math,n_pct_sat_math,val_pct_sat_math,n_pct_sat_writ,val_pct_sat_writ
17K751,Academy for Health Careers,High School,280,0.77,0.85,0.79,0.87,0.85,0.92,0.714,0.286,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Developing,Well Developed,Proficient,0.032,0.161,0.046,0.132,0.761,1.7,1.6,0.864,0.8,0.48,0.994,55,0.855,55,0.891,75,0.867,55,0,55,0,55,0,55,0,,,,,,,,,51,401,51,418,55,0,55,0,55,0.018,55,0.2
18K566,Brooklyn Community High School for Excellence and,High School,206,0.72,0.85,0.84,0.86,0.93,0.91,0.325,0.675,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.107,0.238,0.097,0.102,0.66,1.4,3.7,0.938,0.772,0.665,0.979,49,0.673,49,0.837,47,0.83,49,0,49,0,49,0,49,0,,,,,,,,,38,415,38,417,49,0,49,0,49,0.082,49,0.102
18K567,Brooklyn Theatre Arts High School,High School,278,0.76,0.85,0.77,0.91,0.87,0.91,0.586,0.414,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,0.043,0.23,0.115,0.108,0.752,2,9,0.75,0.733,0.709,0.993,80,0.381,80,0.763,78,0.936,80,0,80,0,80,0,80,0,,,,,,,,,64,395,64,419,80,0,80,0,80,0,80,0.125
18K569,Kurt Hahn Expeditionary Learning School,High School,214,0.61,0.58,0.7,0.66,0.84,0.81,0.313,0.687,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.084,0.336,0.15,0.173,0.701,1.4,0.2,0.857,0.617,0.908,0.979,73,0.151,73,0.685,89,0.865,73,0,73,0,73,0,73,0,,,,,,,,,54,401,54,413,73,0,73,0,73,0.027,73,0.041
18K617,High School for Innovation in Advertising and Medi,High School,212,0.8,0.82,0.87,0.82,0.92,0.91,0.231,0.769,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,0.066,0.288,0.075,0.113,0.722,0.9,13.2,0.609,0.806,0.505,0.994,55,0.745,55,0.782,62,0.871,55,0.145,55,0.145,55,0.145,55,0.145,8,,8,,8,,8,,38,416,38,432,55,0.018,55,0,55,0.091,55,0.182
18K629,Cultural Academy for the Arts and Sciences,High School,222,0.6,0.84,0.79,0.96,0.9,0.92,0.473,0.527,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,0.104,0.243,0.162,0.144,0.707,1.3,5,0.818,0.771,0.481,0.957,62,0.766,62,0.871,80,0.775,62,0,62,0,62,0,62,0,,,,,,,,,44,398,44,427,62,0,62,0,62,0,62,0.177
18K637,Academy for Conservation and the Environment,High School,351,0.8,0.87,0.81,0.92,0.89,0.92,0.382,0.618,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,0.08,0.179,0.111,0.148,0.709,1.4,10,0.654,0.967,0.026,0.985,67,0.821,67,0.955,86,0.884,67,0,67,0,67,0,67,0,,,,,,,,,54,394,54,410,67,0,67,0,67,0.03,67,0.09
18K642,Urban Action Academy,High School,174,0.75,0.86,0.85,0.92,0.94,0.93,0.374,0.626,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.195,0.218,0.184,0.155,0.73,0.9,3.1,0.944,0.755,0.536,0.987,48,0.521,48,0.667,82,0.732,48,0,48,0,48,0,48,0,55,30.5,55,31.3,55,31.1,55,30.1,35,381,35,411,48,0,48,0,48,0.042,48,0.083
19K404,Academy for Young Writers,High School,361,0.7,0.79,0.76,0.82,0.92,0.89,0.596,0.404,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.042,0.202,0.03,0.119,0.765,1.3,5,0.84,0.789,0.578,0.975,77,0.565,77,0.909,72,0.931,77,0,77,0,77,0,77,0,,,,,,,,,72,429,72,454,77,0,77,0,77,0.091,77,0.286
19K409,East New York Family Academy,High School,339,0.8,0.94,0.84,0.98,0.93,0.95,0.448,0.552,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,0.021,0.221,0.024,0.086,0.755,1.1,7.8,0.878,0.895,0.357,0.997,66,0.848,66,0.985,60,0.983,66,0,66,0,66,0,66,0,,,,,,,,,61,450,61,445,66,0,66,0,66,0.106,66,0.288
19K422,Spring Creek Community School,High School,316,0.72,0.68,0.76,0.69,0.87,0.76,0.415,0.585,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,0.028,0.228,0.044,0.098,0.728,1,9.2,0.843,0.893,0.3,0.973,62,0.855,62,0.839,64,0.969,62,0,62,0,62,0,62,0,3,,3,,3,,3,,58,414,58,422,62,0,62,0,62,0.065,62,0.145
19K502,FDNY - Captain Vernon A. Richard High School for F,High School,275,0.77,0.9,0.82,0.94,0.88,0.9,0.211,0.789,Developing,Developing,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.047,0.378,0.095,0.211,0.756,1.6,14,0.8,0.779,0.509,0.966,54,0.722,54,0.741,54,0.833,54,0,54,0,54,0,54,0,,,,,,,,,36,399,36,407,54,0,54,0,54,0.019,54,0.093
19K504,High School for Civil Rights,High School,195,0.79,0.86,0.83,0.95,0.89,0.92,0.405,0.595,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,0.159,0.318,0.292,0.231,0.764,1,2.2,0.81,0.73,0.673,0.971,63,0.397,63,0.714,70,0.657,63,0,63,0,63,0,63,0,3,,3,,3,,3,,37,385,37,400,63,0,63,0,63,0.016,63,0.032
19K507,Performing Arts and Technology High School,High School,359,0.76,0.85,0.83,0.89,0.87,0.9,0.607,0.393,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.131,0.256,0.103,0.164,0.738,1.3,8.1,0.808,0.914,0.28,0.979,75,0.753,75,0.867,93,0.935,75,0,75,0,75,0,75,0,,,,,,,,,62,400,62,407,75,0,75,0,75,0.04,75,0.08
19K510,World Academy for Total Community Health High Scho,High School,169,0.72,0.95,0.82,0.96,0.9,0.96,0.538,0.462,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,0.16,0.219,0.183,0.231,0.769,1.3,7.9,0.867,0.807,0.517,0.977,56,0.268,56,0.696,72,0.792,56,0,56,0,56,0,56,0,,,,,,,,,30,378,30,396,56,0,56,0,56,0,56,0.036
19K583,Multicultural High School,High School,284,0.77,0.97,0.87,0.96,1,0.95,0.44,0.56,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.87,0.014,0.151,0.134,0.694,1.3,10,0.636,0.849,0.442,0.986,72,0.84,72,0.875,63,0.873,72,0.181,72,0.181,72,0.181,72,0.181,13,,13,,13,,13,,61,382,61,378,72,0,72,0,72,0.014,72,0
19K615,Transit Tech Career and Technical Education High S,High School,862,0.76,0.87,0.8,0.86,0.91,0.88,0.13,0.87,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.068,0.289,0.056,0.122,0.696,2.2,8,0.817,0.805,0.508,0.98,132,0.932,132,0.864,170,0.812,132,0.008,132,0.008,132,0.008,132,0.008,1,,1,,1,,1,,102,404,102,419,132,0.008,132,0.008,132,0.03,132,0.121
19K618,Academy of Innovative Technology,High School,455,0.77,0.86,0.82,0.87,0.94,0.93,0.209,0.791,Proficient,Developing,Developing,Proficient,Developing,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.079,0.193,0.048,0.114,0.677,1.8,4,0.853,0.804,0.522,0.983,107,0.593,107,0.907,91,0.956,107,0,107,0,107,0,107,0,,,,,,,,,92,450,92,447,107,0,107,0,107,0.159,107,0.243
19K639,Brooklyn Lab School,High School,400,0.78,0.91,0.86,0.95,0.91,0.95,0.353,0.648,Proficient,Proficient,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Proficient,Proficient,0.245,0.213,0.11,0.13,0.783,1.4,5,0.941,0.839,0.397,0.966,72,0.889,72,0.986,75,0.747,72,0,72,0,72,0,72,0,,,,,,,,,62,412,62,402,72,0,72,0,72,0.097,72,0.097
19K659,Cypress Hills Collegiate Preparatory School,High School,373,0.76,0.84,0.84,0.87,0.82,0.89,0.461,0.539,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,0.185,0.206,0.062,0.123,0.74,1,0.2,0.692,0.89,0.342,0.971,93,0.935,93,0.914,48,0.896,93,0,93,0,93,0,93,0,55,30.5,55,31.3,55,31.1,55,30.1,79,419,79,415,93,0,93,0,93,0.054,93,0.161
19K660,W. H. Maxwell Career and Technical Education High,High School,401,0.74,0.92,0.79,0.93,0.83,0.91,0.648,0.352,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.112,0.357,0.137,0.17,0.815,1.2,12.9,0.895,0.869,0.41,0.98,92,0.75,92,0.815,102,0.853,92,0,92,0,92,0,92,0,,,,,,,,,53,402,53,412,92,0,92,0,92,0.043,92,0.087
19K683,School for Classics High School,High School,240,0.78,0.92,0.84,0.96,0.92,0.94,0.488,0.513,Developing,Developing,Developing,Proficient,Under Developed,Proficient,Proficient,Developing,Proficient,Developing,0.321,0.204,0.204,0.158,0.842,0.6,3,0.857,0.747,0.541,0.974,50,0.8,50,0.8,73,0.726,50,0,50,0,50,0,50,0,,,,,,,,,35,393,35,403,50,0,50,0,50,0,50,0.04
19K764,The Urban Assembly School for Collaborative Health,High School,346,0.79,0.92,0.86,0.92,0.89,0.92,0.65,0.35,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.118,0.124,0.09,0.124,0.737,1.3,5.2,0.556,0.813,0.56,0.981,89,0.854,89,0.899,72,0.903,89,0,89,0,89,0,89,0,18,14.7,18,16,18,17.1,18,17.6,74,439,74,444,89,0,89,0,89,0.124,89,0.225
20K445,New Utrecht High School,High School,"3,572",0.71,0.87,0.78,0.88,0.83,0.9,0.433,0.567,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.206,0.165,0.055,0.067,0.657,0.8,13.7,0.902,0.784,0.416,0.983,813,0.616,813,0.738,872,0.845,813,0,813,0,813,0,813,0,,,,,,,,,675,517,675,475,813,0,813,0,813,0.376,813,0.387
20K485,High School of Telecommunication Arts and Technolo,High School,"1,269",0.77,0.91,0.87,0.9,0.83,0.93,0.4,0.6,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,0.089,0.177,0.019,0.037,0.639,1.3,7.6,0.812,0.867,0.346,0.991,304,0.964,304,0.964,293,0.956,304,0.003,304,0.003,304,0.003,304,0.003,1,28.3,1,30.5,1,33.9,1,32.9,284,510,284,490,304,0.003,304,0.003,304,0.414,304,0.487
20K490,Fort Hamilton High School,High School,"4,678",0.75,0.91,0.77,0.93,0.79,0.9,0.475,0.525,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,0.159,0.149,0.038,0.063,0.606,1.3,8.9,0.864,0.898,0.222,0.987,1170,0.711,1170,0.819,1111,0.872,1170,0,1170,0,1170,0,1170,0,,,,,,,,,1002,515,1002,493,1170,0,1170,0,1170,0.405,1170,0.474
20K505,Franklin Delano Roosevelt High School,High School,"3,304",0.7,0.8,0.76,0.77,0.8,0.84,0.406,0.594,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.274,0.159,0.075,0.081,0.699,1.7,6.2,0.85,0.793,0.45,0.978,758,0.624,758,0.749,825,0.785,758,0,758,0,758,0,758,0,,,,,,,,,586,489,586,449,758,0,758,0,758,0.269,758,0.251
20K609,Urban Assembly School for Leadership and Empowerme,High School,361,0.78,0.89,0.81,0.85,0.87,0.9,1,0,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.105,0.147,0.042,0.066,0.787,1.4,4,0.87,0.92,0.245,0.984,87,0.931,87,0.92,67,0.97,87,0,87,0,87,0,87,0,2,,2,,2,,2,,80,492,80,492,87,0,87,0,87,0.333,87,0.506
21K337,International High School at Lafayette,High School,317,0.75,0.84,0.87,0.84,0.89,0.89,0.442,0.558,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.896,0.019,0.221,0.391,0.574,1.4,10,0.913,0.794,0.475,0.993,90,0.428,90,0.722,88,0.841,90,0,90,0,90,0,90,0,3,,3,,3,,3,,67,427,67,397,90,0,90,0,90,0.133,90,0.022
21K344,Rachel Carson High School for Coastal Studies,High School,574,0.73,0.86,0.8,0.79,0.81,0.82,0.462,0.538,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.192,0.181,0.045,0.057,0.721,1.5,2.2,0.722,0.868,0.341,0.988,151,0.831,151,0.887,157,0.86,151,0,151,0,151,0,151,0,2,,2,,2,,2,,116,475,116,456,151,0,151,0,151,0.232,151,0.305
21K348,High School of Sports Management,High School,277,0.71,0.86,0.8,0.89,0.88,0.9,0.227,0.773,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,0.195,0.235,0.173,0.126,0.729,1.5,3.6,0.6,0.692,0.703,0.982,77,0.506,77,0.714,50,0.78,77,0,77,0,77,0,77,0,,,,,,,,,62,420,62,407,77,0,77,0,77,0.052,77,0.117
21K410,Abraham Lincoln High School,High School,"1,817",0.75,0.89,0.81,0.89,0.82,0.88,0.423,0.577,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,0.147,0.178,0.057,0.094,0.714,3.5,17,0.844,0.86,0.367,0.987,398,0.563,398,0.864,439,0.859,398,0.003,398,0.003,398,0.003,398,0.003,1,,1,,1,,1,,283,442,283,438,398,0,398,0.003,398,0.116,398,0.196
21K468,Kingsborough Early College School,High School,426,0.79,0.97,0.79,0.98,0.91,0.91,0.477,0.523,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.014,0.178,0.005,0.052,0.554,1.5,6.1,0.767,0.921,0.228,0.984,91,1,91,1,85,0.988,91,0,91,0,91,0,91,0,,,,,,,,,86,507,86,500,91,0,91,0,91,0.374,91,0.56
21K525,Edward R. Murrow High School,High School,"3,691",0.71,0.84,0.78,0.84,0.86,0.88,0.571,0.429,Proficient,Proficient,Developing,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.082,0.178,0.021,0.082,0.509,2.3,9.4,0.942,0.859,0.297,0.984,868,0.779,868,0.858,885,0.888,868,0.008,868,0.008,868,0.008,868,0.008,7,,7,,7,,7,,752,505,752,494,868,0.008,868,0.007,868,0.362,868,0.463
21K540,John Dewey High School,High School,"2,276",0.73,0.89,0.79,0.91,0.8,0.91,0.515,0.485,Proficient,Developing,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,0.169,0.149,0.058,0.092,0.691,3.1,6.2,0.876,0.788,0.461,0.985,553,0.792,553,0.834,609,0.869,553,0,553,0,553,0,553,0,,,,,,,,,460,477,460,458,553,0,553,0,553,0.248,553,0.338
21K559,Life Academy High School for Film and Music,High School,254,0.58,0.63,0.69,0.71,0.82,0.78,0.508,0.492,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.154,0.236,0.091,0.114,0.693,1.4,5.9,0.833,0.826,0.467,0.983,59,0.949,59,0.966,67,0.94,59,0,59,0,59,0,59,0,,,,,,,,,52,428,52,437,59,0,59,0,59,0.068,59,0.22
21K572,Leaders High School,High School,400,0.83,0.89,0.87,0.87,0.94,0.93,0.463,0.538,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.135,0.213,0.045,0.078,0.645,1.6,5,0.893,0.822,0.439,0.991,88,0.08,88,0.932,82,0.915,88,0,88,0,88,0,88,0,2,,2,,2,,2,,79,440,79,456,88,0,88,0,88,0.136,88,0.307
21K620,William E. Grady Career and Technical Education Hi,High School,511,0.75,0.96,0.86,0.98,0.91,0.97,0.284,0.716,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,0.104,0.366,0.09,0.104,0.708,2.7,7.8,0.868,0.722,0.573,0.99,93,0.559,93,0.72,81,0.765,93,0,93,0,93,0,93,0,,,,,,,,,72,408,72,414,93,0,93,0,93,0.054,93,0.151
21K690,Brooklyn Studio Secondary School,High School,605,0.75,0.78,0.79,0.78,0.85,0.83,0.456,0.544,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.145,0.2,0.017,0.03,0.655,0.6,10.8,0.923,0.832,0.421,0.982,159,0.701,159,0.862,173,0.879,159,0.006,159,0.006,159,0.006,159,0.006,1,,1,,1,,1,,135,466,135,471,159,0.006,159,0,159,0.189,159,0.39
22K405,Midwood High School,High School,"4,109",0.68,0.69,0.71,0.69,0.8,0.8,0.561,0.439,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,0.033,0.138,0.01,0.061,0.525,2,8.1,0.887,0.912,0.22,0.982,996,0.941,996,0.955,1000,0.976,996,0.001,996,0.001,996,0.001,996,0.001,1,28.3,1,30.5,1,33.9,1,32.9,948,553,948,531,996,0.001,996,0.001,996,0.596,996,0.67
22K425,James Madison High School,High School,"3,851",0.75,0.9,0.79,0.94,0.86,0.92,0.427,0.573,Proficient,Developing,Developing,Well Developed,Developing,Developing,Proficient,Proficient,Developing,Developing,0.115,0.152,0.024,0.065,0.529,1.5,8,0.85,0.903,0.243,0.982,996,0.844,996,0.915,876,0.879,996,0.002,996,0.002,996,0.002,996,0.002,2,,2,,2,,2,,899,502,899,475,996,0.001,996,0.002,996,0.368,996,0.425
22K535,Leon M. Goldstein High School for the Sciences,High School,"1,002",0.85,0.93,0.88,0.92,0.89,0.95,0.569,0.431,Proficient,Proficient,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.013,0.165,0.015,0.014,0.331,3.2,8.9,0.895,0.876,0.367,0.989,240,0.975,240,0.954,236,0.983,240,0.017,240,0.017,240,0.017,240,0.017,4,,4,,4,,4,,232,638,232,595,240,0.017,240,0.017,240,0.817,240,0.867
22K611,Origins High School,High School,413,0.75,0.9,0.83,0.9,0.86,0.91,0.404,0.596,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,0.269,0.138,0.068,0.114,0.717,0.9,7.2,0.882,0.742,0.661,0.991,83,0.578,83,0.928,120,0.858,83,0,83,0,83,0,83,0,,,,,,,,,67,442,67,423,83,0,83,0,83,0.181,83,0.145
23K493,Brooklyn Collegiate: A College Board School,High School,368,0.76,0.9,0.85,0.91,0.93,0.94,0.484,0.516,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,0.073,0.234,0.122,0.171,0.742,1.2,6.2,0.724,0.789,0.486,0.987,72,0.764,72,0.889,62,0.839,72,0.028,72,0.028,72,0.028,72,0.028,2,,2,,2,,2,,56,385,56,401,72,0,72,0,72,0.014,72,0.069
23K514,Frederick Douglass Academy VII High School,High School,142,0.81,0.9,0.87,0.99,0.93,0.95,0.521,0.479,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.035,0.317,0.077,0.176,0.831,0.7,14.7,0.857,0.891,0.306,0.992,26,0.538,26,1,36,0.861,26,0,26,0,26,0,26,0,,,,,,,,,23,423,23,438,26,0,26,0,26,0.077,26,0.231
23K644,Eagle Academy for Young Men II,High School,379,0.82,0.98,0.84,1,0.95,0.96,0,1,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,0.011,0.274,0.032,0.135,0.612,1.5,13.2,0.818,0.951,0.103,0.993,80,0.625,80,0.95,79,0.949,80,0,80,0,80,0,80,0,,,,,,,,,75,421,75,436,80,0,80,0,80,0.113,80,0.2
23K697,Teachers Preparatory High School,High School,158,0.75,0.85,0.83,0.88,0.91,0.88,0.411,0.589,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Developing,Proficient,Developing,0.114,0.449,0.222,0.234,0.873,0.5,10.9,0.947,0.811,0.512,0.984,41,0.146,41,0.756,65,0.769,41,0,41,0,41,0,41,0,,,,,,,,,24,369,24,386,41,0,41,0,41,0,41,0
24Q236,International High School for Health Sciences,High School,261,0.76,0.83,0.85,0.88,0.91,0.91,0.536,0.464,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,0.716,0.034,0.188,0.257,0.525,1.3,8.2,0.909,0.778,0.596,0.988,68,0.382,68,0.824,75,0.84,68,0,68,0,68,0,68,0,,,,,,,,,58,423,58,412,68,0,68,0,68,0.074,68,0.103
24Q264,Academy of Finance and Enterprise,High School,745,0.8,0.89,0.86,0.89,0.9,0.91,0.471,0.529,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.044,0.121,0.027,0.062,0.609,3,9.2,0.838,0.958,0.078,0.99,190,0.966,190,0.974,148,0.973,190,0,190,0,190,0,190,0,,,,,,,,,186,529,186,509,190,0,190,0,190,0.489,190,0.647
24Q267,High School of Applied Communication,High School,396,0.81,0.93,0.84,0.95,0.88,0.93,0.434,0.566,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.076,0.192,0.018,0.053,0.715,2.8,5,0.607,0.865,0.311,0.975,83,0.988,83,0.988,81,0.975,83,0,83,0,83,0,83,0,18,14.7,18,16,18,17.1,18,17.6,80,428,80,432,83,0,83,0,83,0.133,83,0.277
24Q293,Civic Leadership Academy,High School,656,0.74,0.87,0.86,0.92,0.89,0.92,0.537,0.463,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,0.079,0.169,0.017,0.047,0.712,0.9,13.2,0.75,0.927,0.222,0.982,142,0.873,143,0.944,118,0.932,143,0,143,0,143,0,143,0,,,,,,,,,135,466,135,458,142,0,142,0,142,0.261,142,0.352
24Q296,Pan American International High School,High School,358,0.81,0.97,0.9,0.98,0.95,0.98,0.444,0.556,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Proficient,0.852,0.02,0.26,0.237,0.492,0.9,6.2,0.9,0.949,0.149,0.993,100,0.665,100,0.95,144,0.889,100,0,100,0,100,0,100,0,,,,,,,,,79,399,79,395,100,0,100,0,100,0.04,100,0.01
24Q455,Newtown High School,High School,"1,645",0.73,0.9,0.8,0.9,0.84,0.93,0.412,0.588,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Well Developed,Proficient,Developing,Proficient,0.256,0.172,0.104,0.105,0.683,1,29,0.897,0.835,0.408,0.974,464,0.641,464,0.746,518,0.778,464,0,464,0,464,0,464,0,,,,,,,,,334,453,334,435,464,0,464,0,464,0.134,464,0.194
24Q485,Grover Cleveland High School,High School,"1,582",0.72,0.88,0.81,0.89,0.85,0.9,0.446,0.554,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,0.181,0.215,0.068,0.093,0.647,1.2,3.1,0.794,0.82,0.47,0.982,408,0.577,408,0.772,449,0.795,408,0,408,0,408,0,408,0,,,,,,,,,294,456,294,447,408,0,408,0,408,0.15,408,0.221
24Q520,Middle College High School at LaGuardia Community,High School,515,0.82,0.83,0.9,0.86,0.88,0.92,0.528,0.472,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,0.016,0.171,0.006,0.035,0.683,3,3,0.913,0.888,0.367,0.993,110,0.927,110,0.845,115,0.957,110,0,110,0,110,0,110,0,2,,2,,2,,2,,103,437,103,456,110,0,110,0,110,0.073,110,0.327
24Q530,International High School at LaGuardia Community C,High School,513,0.91,0.9,0.93,0.9,0.97,0.94,0.53,0.47,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,0.688,0.012,0.045,0.31,0.493,3.4,7,1,0.9,0.282,0.99,105,0.648,105,0.905,114,0.93,105,0,105,0,105,0,105,0,,,,,,,,,94,412,94,409,105,0,105,0,105,0.095,105,0.086
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",High School,460,0.73,0.65,0.86,0.69,0.89,0.81,0.417,0.583,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,0.035,0.172,0.015,0.043,0.578,2.1,6.1,0.923,0.837,0.429,0.987,115,0.983,115,0.957,119,0.992,115,0.009,115,0.009,115,0.009,115,0.009,1,22,1,20.3,1,22.4,1,21,111,493,111,496,115,0.009,115,0,115,0.33,115,0.504
24Q600,Queens Technical High School,High School,"1,480",0.75,0.88,0.85,0.88,0.87,0.9,0.376,0.624,Proficient,Developing,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,0.066,0.179,0.009,0.048,0.73,2.9,11,0.907,0.879,0.285,0.979,371,0.903,371,0.838,364,0.893,371,0.003,371,0.003,371,0.003,371,0.003,1,22,1,20.3,1,22.4,1,21,345,483,345,463,371,0,371,0.003,371,0.28,371,0.369
24Q610,Aviation Career & Technical Education High School,High School,"2,011",0.76,0.86,0.82,0.9,0.81,0.9,0.196,0.804,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,0.025,0.139,0.004,0.033,0.583,3,5,0.955,0.971,0.058,0.984,459,0.918,459,0.985,463,0.989,459,0.004,459,0.004,459,0.004,459,0.004,2,,2,,2,,2,,454,564,454,526,459,0.004,459,0.002,459,0.699,459,0.739
