SchoolDigger.com School Ranking Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York High School Rankings / School Year: 2018-2019 Test Grades:  9th, 10th, 11th, 12th, End-of-course, Tests: Regents Algebra I, Regents Chemistry, Regents Algebra II, Regents English, Regents Geometry, Regents Earth Science, Regents Global History and Geography, Regents Living Environment, Regents Physics, Regents U.S. History and Government, Schools: All",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Copyright 2022, SchoolDigger.com. Not for commercial use. Do not distribute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank (2018-19),School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2018-19),Average Standard Score (2017-18),Rank (2017-18),Rank Change from (2017-18),SchoolDigger Star Rating
895,George Washington Carver High School for the Scien,https://www.schooldigger.com/go/NY/schools/0010105734/school.aspx,New York City Geographic District #29,https://www.schooldigger.com/go/NY/district/00101/search.aspx,143-10 Springfield Blvd,Springfield Gardens,https://www.schooldigger.com/go/NY/city/Springfield+Gardens/search.aspx,11413,Queens County,(718) 525-6439,9,12,Yes,No,No,No,413,26.4,15.6,70.90%,73.10%,3.10%,4.10%,15.50%,0.20%,2.90%,1.00%,25.4,18.1,965,70,1
896,Lackawanna High School,https://www.schooldigger.com/go/NY/schools/1644001452/school.aspx,Lackawanna City School District,https://www.schooldigger.com/go/NY/district/16440/search.aspx,550 Martin Rd,Lackawanna,https://www.schooldigger.com/go/NY/city/Lackawanna/search.aspx,14218,Erie County,(716) 821-5610,9,12,Yes,No,No,No,572,29.1,19.5,74.50%,14.70%,0.20%,1.70%,12.90%,0.00%,1.90%,68.50%,25.4,20.4,937,41,1
897,High School Of Hospitality Management,https://www.schooldigger.com/go/NY/schools/0007705624/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,525 W 50th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10019,New York County,(212) 586-0963,9,12,Yes,No,No,No,381,29,13.1,89.80%,27.00%,1.00%,4.20%,62.20%,0.80%,2.60%,2.10%,25.3,26.1,879,-18,1
898,World View High School,https://www.schooldigger.com/go/NY/schools/0008706398/school.aspx,New York City Geographic District #10,https://www.schooldigger.com/go/NY/district/00087/search.aspx,100 W Mosholu Pkwy S,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10468,Bronx County,(718) 601-0391,8,12,Yes,No,No,No,551,46.7,11.7,75.90%,22.90%,0.90%,1.10%,71.90%,0.20%,2.20%,0.90%,25.2,18.2,962,64,1
899,"Archimedes Academy for Math, Science and Technolog",https://www.schooldigger.com/go/NY/schools/0008505985/school.aspx,New York City Geographic District # 8,https://www.schooldigger.com/go/NY/district/00085/search.aspx,456 White Plains Rd,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10473,Bronx County,(718) 617-5046,6,12,Yes,No,Yes,No,642,48,13.3,76.60%,27.30%,0.60%,10.60%,58.90%,0.50%,0.50%,1.70%,25.2,25.9,881,-18,1
900,Belmont Preparatory High School,https://www.schooldigger.com/go/NY/schools/0008705182/school.aspx,New York City Geographic District #10,https://www.schooldigger.com/go/NY/district/00087/search.aspx,500 E Fordham Rd,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10458,Bronx County,(718) 733-4559,9,12,Yes,No,No,No,392,28.5,13.7,83.90%,21.70%,0.50%,3.80%,71.20%,0.80%,0.80%,1.30%,25.2,23.3,908,8,1
901,Young Women's Leadership School Of Brooklyn,https://www.schooldigger.com/go/NY/schools/0011906033/school.aspx,New York City Geographic District #14,https://www.schooldigger.com/go/NY/district/00119/search.aspx,325 Bushwick Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11206,Kings County,(718) 387-5641,6,12,Yes,No,No,No,384,30,12.8,79.20%,46.10%,1.00%,2.90%,43.00%,0.50%,1.60%,4.90%,25.2,20.3,938,37,1
902,High School For Medical Professions,https://www.schooldigger.com/go/NY/schools/0009606023/school.aspx,New York City Geographic District #18,https://www.schooldigger.com/go/NY/district/00096/search.aspx,1600 Rockaway Pkwy,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11236,Kings County,(718) 290-8700,9,12,Yes,No,No,No,463,30,15.4,97.20%,76.50%,0.40%,3.20%,14.00%,0.90%,3.20%,1.70%,25.2,18.4,960,58,1
903,William Cullen Bryant High School,https://www.schooldigger.com/go/NY/schools/0010202887/school.aspx,New York City Geographic District #30,https://www.schooldigger.com/go/NY/district/00102/search.aspx,48-10 31st Ave,Long Island City,https://www.schooldigger.com/go/NY/city/Long+Island+City/search.aspx,11103,Queens County,(718) 721-5404,9,12,Yes,No,No,No,2339,146,16,83.20%,6.90%,0.80%,25.30%,51.30%,0.70%,1.20%,13.80%,25.1,16.7,978,75,1
904,Business Technology Early College High School,https://www.schooldigger.com/go/NY/schools/0009906468/school.aspx,New York City Geographic District #26,https://www.schooldigger.com/go/NY/district/00099/search.aspx,230-17 Hillside Ave,Queens Village,https://www.schooldigger.com/go/NY/city/Queens+Village/search.aspx,11427,Queens County,(718) 217-3613,9,12,Yes,No,No,No,523,30.6,17,65.60%,43.00%,2.90%,23.10%,19.70%,1.30%,3.80%,6.10%,25,,,,1
905,New Design High School,https://www.schooldigger.com/go/NY/schools/0007705499/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,350 Grand St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10002,New York County,(212) 475-4148,9,12,Yes,No,No,No,425,40,10.6,77.40%,33.60%,0.20%,4.50%,58.40%,0.50%,1.20%,1.60%,24.6,26.8,870,-35,1
906,Harlem Children's Zone Promise Academy II Charter School,https://www.schooldigger.com/go/NY/schools/0014005777/school.aspx,Harlem Children's Zone Promise Academy II Charter School,https://www.schooldigger.com/go/NY/district/00140/search.aspx,2005 Madison Ave,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10035,New York County,(212) 360-3255,KG,12,Yes,Yes,No,No,1039,77.9,13.3,81.60%,80.70%,0.60%,0.30%,15.50%,0.40%,1.70%,0.90%,24.5,44,730,-176,1
907,Grover Cleveland High School,https://www.schooldigger.com/go/NY/schools/0009801959/school.aspx,New York City Geographic District #24,https://www.schooldigger.com/go/NY/district/00098/search.aspx,21-27 Himrod St,Ridgewood,https://www.schooldigger.com/go/NY/city/Ridgewood/search.aspx,11385,Queens County,(718) 381-9600,9,12,Yes,No,No,No,1705,110.1,15.4,70.40%,5.90%,0.80%,8.90%,63.80%,1.00%,1.60%,18.10%,24.4,26.2,875,-32,1
908,"Queens High School of Teaching, Liberal Arts and t",https://www.schooldigger.com/go/NY/schools/0009905536/school.aspx,New York City Geographic District #26,https://www.schooldigger.com/go/NY/district/00099/search.aspx,74-20 Commonwealth Blvd,Bellerose,https://www.schooldigger.com/go/NY/city/Bellerose/search.aspx,11426,Queens County,(718) 736-7100,9,12,No,No,No,No,1078,68,15.8,57.60%,52.50%,2.50%,20.10%,14.80%,0.70%,2.10%,7.10%,24.4,22.5,913,5,1
909,Leadership and Public Service High School,https://www.schooldigger.com/go/NY/schools/0007700692/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,90 Trinity Pl,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10006,New York County,(212) 346-0007,9,12,Yes,No,No,No,474,29,16.3,82.70%,26.60%,0.60%,8.00%,59.30%,0.40%,1.50%,3.60%,24.1,33.6,808,-101,1
910,Mott Hall V,https://www.schooldigger.com/go/NY/schools/0009005805/school.aspx,New York City Geographic District #12,https://www.schooldigger.com/go/NY/district/00090/search.aspx,1551 E 172nd St,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10472,Bronx County,(718) 620-8160,6,12,Yes,No,No,No,664,56,11.8,88.10%,16.00%,1.80%,2.00%,78.80%,0.60%,0.00%,0.90%,24.1,36.6,781,-129,1
911,Hyde Leadership Charter School,https://www.schooldigger.com/go/NY/schools/0016505889/school.aspx,Hyde Leadership Charter School,https://www.schooldigger.com/go/NY/district/00165/search.aspx,730 Bryant Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10474,Bronx County,(718) 991-5500,KG,12,Yes,Yes,No,No,976,118,8.2,89.70%,28.50%,0.10%,0.30%,69.80%,0.20%,0.30%,0.80%,24,26.1,880,-31,1
912,Clyde-Savannah High School,https://www.schooldigger.com/go/NY/schools/0786000559/school.aspx,Clyde-Savannah Central School District,https://www.schooldigger.com/go/NY/district/07860/search.aspx,215 Glasgow St,Clyde,https://www.schooldigger.com/go/NY/city/Clyde/search.aspx,14433,Wayne County,(315) 902-3050,9,12,Yes,No,No,No,220,19.2,11.4,47.30%,5.90%,0.00%,0.00%,5.50%,0.90%,1.80%,85.90%,23.7,34.5,802,-110,1
913,The Urban Assembly School for Emergency Management,https://www.schooldigger.com/go/NY/schools/0007706372/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,411 Pearl St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10038,New York County,(212) 225-0998,9,12,Yes,No,Yes,No,264,23,11.4,83.70%,28.80%,1.10%,4.90%,59.80%,0.80%,1.50%,3.00%,23.4,16.6,981,68,1
914,Orchard Collegiate Academy,https://www.schooldigger.com/go/NY/schools/0007605614/school.aspx,New York City Geographic District # 1,https://www.schooldigger.com/go/NY/district/00076/search.aspx,220 Henry St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10002,New York County,(212) 406-9411,9,12,Yes,No,No,No,198,17,11.6,81.30%,26.80%,2.50%,8.60%,57.60%,0.50%,1.00%,3.00%,23.3,26.1,878,-36,1
915,Clara Barton High School,https://www.schooldigger.com/go/NY/schools/0009501937/school.aspx,New York City Geographic District #17,https://www.schooldigger.com/go/NY/district/00095/search.aspx,901 Classon Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11225,Kings County,(718) 636-4900,9,12,Yes,No,Yes,No,1206,73,16.5,74.50%,87.00%,1.10%,1.20%,7.00%,0.20%,2.30%,1.20%,23.2,29.9,842,-73,1
916,John Jay School For Law,https://www.schooldigger.com/go/NY/schools/0009204889/school.aspx,New York City Geographic District #15,https://www.schooldigger.com/go/NY/district/00092/search.aspx,237 7th Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11215,Kings County,(718) 832-4250,9,12,Yes,No,No,No,445,30.8,14.4,77.80%,63.60%,1.10%,2.20%,28.50%,0.00%,1.60%,2.90%,23,12.6,1040,124,1
917,West Brooklyn Community High School,https://www.schooldigger.com/go/NY/schools/0009205864/school.aspx,New York City Geographic District #15,https://www.schooldigger.com/go/NY/district/00092/search.aspx,1053 41st St,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11219,Kings County,(718) 686-1444,10,12,Yes,No,No,No,228,16,14.2,75.40%,15.40%,0.00%,3.50%,69.70%,1.30%,0.00%,10.10%,22.8,30.3,837,-80,1
918,Riverside High School,https://www.schooldigger.com/go/NY/schools/3192000448/school.aspx,Yonkers City School District,https://www.schooldigger.com/go/NY/district/31920/search.aspx,565 Warburton Ave,Yonkers,https://www.schooldigger.com/go/NY/city/Yonkers/search.aspx,10701,Westchester County,(914) 376-8425,9,12,Yes,No,Yes,No,1000,59,16.9,62.30%,25.40%,0.10%,3.20%,65.80%,0.10%,0.90%,4.50%,22.8,35.6,787,-131,1
919,New Visions Charter High School For The Humanities,https://www.schooldigger.com/go/NY/schools/0104106263/school.aspx,New Visions Charter High School For The Humanities,https://www.schooldigger.com/go/NY/district/01041/search.aspx,99 Terrace View Ave-Rm 360,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10463,New York County,(718) 817-7686,9,12,Yes,Yes,No,No,525,38,13.8,71.20%,32.80%,1.00%,1.00%,62.70%,0.80%,1.10%,0.80%,22.7,23.5,905,-14,1
920,Middle Early College High School,https://www.schooldigger.com/go/NY/schools/0585006353/school.aspx,Buffalo City School District,https://www.schooldigger.com/go/NY/district/05850/search.aspx,2885 Main St,Buffalo,https://www.schooldigger.com/go/NY/city/Buffalo/search.aspx,14214,Erie County,(716) 816-4010,9,12,Yes,No,No,No,324,28,11.5,70.10%,71.00%,0.90%,1.90%,13.00%,0.00%,2.50%,10.80%,22.5,23.2,909,-11,1
921,Quest To Learn,https://www.schooldigger.com/go/NY/schools/0007706125/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,351 W 18th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10011,New York County,(212) 488-3645,6,12,Yes,No,No,No,543,44,12.3,71.80%,21.40%,0.20%,12.50%,43.50%,0.60%,3.30%,18.60%,22.5,27.1,865,-56,1
922,Schenectady High School,https://www.schooldigger.com/go/NY/schools/2601003583/school.aspx,Schenectady City School District,https://www.schooldigger.com/go/NY/district/26010/search.aspx,1445 The Plaza,Schenectady,https://www.schooldigger.com/go/NY/city/Schenectady/search.aspx,12308,Schenectady County,(518) 881-2044,9,12,Yes,No,No,No,2710,195,13.8,70.10%,34.90%,0.10%,21.70%,17.10%,0.10%,1.80%,24.20%,22.5,18.8,953,31,1
923,Richmond Hill High School,https://www.schooldigger.com/go/NY/schools/0012302863/school.aspx,New York City Geographic District #27,https://www.schooldigger.com/go/NY/district/00123/search.aspx,89-30 114th St,Richmond Hill,https://www.schooldigger.com/go/NY/city/Richmond+Hill/search.aspx,11418,Queens County,(718) 846-3335,8,12,Yes,No,No,No,1569,125,12.5,80.60%,12.30%,5.60%,29.00%,45.70%,2.50%,1.00%,3.90%,22.4,19.5,946,23,1
924,Voyages Prep-South Queens,https://www.schooldigger.com/go/NY/schools/0012306437/school.aspx,New York City Geographic District #27,https://www.schooldigger.com/go/NY/district/00123/search.aspx,156-10 Baisley Blvd,Jamaica,https://www.schooldigger.com/go/NY/city/Jamaica/search.aspx,11434,Queens County,(718) 276-1946,9,12,Yes,No,No,No,256,19,13.4,64.50%,69.50%,3.90%,5.90%,17.60%,0.80%,0.80%,1.60%,22.3,29.5,847,-77,1
925,Inwood Early College for Health and Information Te,https://www.schooldigger.com/go/NY/schools/0008306490/school.aspx,New York City Geographic District # 6,https://www.schooldigger.com/go/NY/district/00083/search.aspx,650 Academy St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10034,New York County,(212) 567-1394,9,12,Yes,No,No,No,403,32,12.5,91.10%,11.90%,0.70%,0.50%,84.40%,0.00%,1.00%,1.50%,22.1,,,,1
926,Hudson High School Of Learning Technologies,https://www.schooldigger.com/go/NY/schools/0007706193/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,351 W 18th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10011,New York County,(212) 488-3330,9,12,Yes,No,No,No,475,32,14.8,80.40%,24.80%,0.80%,5.90%,63.20%,0.40%,1.70%,3.20%,22,12.5,1043,117,1
927,Peekskill High School,https://www.schooldigger.com/go/NY/schools/2265003181/school.aspx,Peekskill City School District,https://www.schooldigger.com/go/NY/district/22650/search.aspx,1072 Elm St,Peekskill,https://www.schooldigger.com/go/NY/city/Peekskill/search.aspx,10566,Westchester County,(914) 737-0201,9,12,Yes,No,No,No,1048,67,15.6,57.30%,24.00%,0.00%,1.20%,64.70%,0.00%,1.00%,9.10%,22,17.1,973,46,1
928,Martin Van Buren High School,https://www.schooldigger.com/go/NY/schools/0009902030/school.aspx,New York City Geographic District #26,https://www.schooldigger.com/go/NY/district/00099/search.aspx,230-17 Hillside Ave,Queens Village,https://www.schooldigger.com/go/NY/city/Queens+Village/search.aspx,11427,Queens County,(718) 776-4728,9,12,Yes,No,No,No,1171,70.4,16.6,73.10%,46.30%,3.90%,26.60%,17.30%,1.70%,1.10%,3.00%,21.9,13.7,1023,95,1
929,Brooklyn Academy Of Science And The Environment,https://www.schooldigger.com/go/NY/schools/0009505523/school.aspx,New York City Geographic District #17,https://www.schooldigger.com/go/NY/district/00095/search.aspx,883 Classon Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11225,Kings County,(718) 230-6363,9,12,Yes,No,No,No,379,21,18,74.90%,79.90%,0.50%,4.00%,11.30%,0.00%,0.80%,3.40%,21.8,24.3,897,-32,1
930,Millenium Art Academy,https://www.schooldigger.com/go/NY/schools/0008505654/school.aspx,New York City Geographic District # 8,https://www.schooldigger.com/go/NY/district/00085/search.aspx,1980 Lafayette Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10473,Bronx County,(718) 824-0978,9,12,Yes,No,No,No,428,31,13.8,74.50%,26.40%,1.20%,1.20%,68.20%,0.20%,0.50%,2.30%,21.7,14,1018,88,1
931,Manhattan Academy For Arts & Language,https://www.schooldigger.com/go/NY/schools/0007706178/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,111 E 33rd St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10016,New York County,(212) 576-0502,9,12,Yes,No,No,No,238,20,11.9,97.10%,2.50%,0.00%,0.80%,94.50%,0.00%,0.00%,2.10%,21.6,19.8,942,11,1
932,Liberty High School Academy For Newcomers,https://www.schooldigger.com/go/NY/schools/0007700637/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,250 W 18th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10011,New York County,(212) 691-0934,9,12,Yes,No,No,No,411,26.9,15.2,75.70%,23.60%,1.00%,8.80%,58.40%,0.20%,0.00%,8.00%,21.6,22.1,915,-17,1
933,Nottingham High School,https://www.schooldigger.com/go/NY/schools/2859003871/school.aspx,Syracuse City School District,https://www.schooldigger.com/go/NY/district/28590/search.aspx,3100 E Genesee St,Syracuse,https://www.schooldigger.com/go/NY/city/Syracuse/search.aspx,13224,Onondaga County,(315) 435-4380,9,12,Yes,No,No,No,1366,80,17,77.70%,55.10%,0.40%,11.40%,9.90%,0.00%,2.00%,21.20%,21.4,23.3,907,-26,1
934,Spring Creek Community School,https://www.schooldigger.com/go/NY/schools/0012006339/school.aspx,New York City Geographic District #19,https://www.schooldigger.com/go/NY/district/00120/search.aspx,1065 Elton St,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11239,Kings County,(718) 688-7200,6,12,Yes,No,No,No,524,45.9,11.3,81.70%,72.30%,1.00%,1.00%,21.80%,0.40%,1.90%,1.70%,21.4,,,,1
935,Curtis High School,https://www.schooldigger.com/go/NY/schools/0010301939/school.aspx,New York City Geographic District #31,https://www.schooldigger.com/go/NY/district/00103/search.aspx,105 Hamilton Ave,Staten Island,https://www.schooldigger.com/go/NY/city/Staten+Island/search.aspx,10301,Richmond County,(718) 390-1800,9,12,Yes,No,No,No,2589,154,16.8,74.50%,35.90%,0.60%,6.80%,40.70%,0.10%,2.60%,13.40%,21.3,19.9,941,6,1
936,McKinley Vocational High School,https://www.schooldigger.com/go/NY/schools/0585000315/school.aspx,Buffalo City School District,https://www.schooldigger.com/go/NY/district/05850/search.aspx,1500 Elmwood Ave,Buffalo,https://www.schooldigger.com/go/NY/city/Buffalo/search.aspx,14207,Erie County,(716) 816-4480,9,12,Yes,No,No,No,1036,88,11.7,79.70%,56.00%,1.30%,10.70%,18.70%,0.10%,1.70%,11.50%,21.2,18,967,31,1
937,Amsterdam High School,https://www.schooldigger.com/go/NY/schools/0297000068/school.aspx,Amsterdam City School District,https://www.schooldigger.com/go/NY/district/02970/search.aspx,140 Saratoga Ave,Amsterdam,https://www.schooldigger.com/go/NY/city/Amsterdam/search.aspx,12010,Montgomery County,(518) 843-4932,9,12,Yes,No,No,No,1162,80.3,14.4,61.20%,5.90%,0.60%,1.10%,44.40%,0.00%,2.10%,46.00%,21.2,24.5,894,-43,1
938,Ramapo High School,https://www.schooldigger.com/go/NY/schools/2781003779/school.aspx,East Ramapo Central School District (Spring Valley),https://www.schooldigger.com/go/NY/district/27810/search.aspx,400 Viola Rd,Spring Valley,https://www.schooldigger.com/go/NY/city/Spring+Valley/search.aspx,10977,Rockland County,(845) 577-6400,9,12,Yes,No,No,No,1400,106,13.2,78.50%,37.10%,0.10%,5.60%,53.40%,0.10%,1.10%,2.50%,21.1,24.5,895,-43,1
939,"Urban Assembly School for Media Studies, The",https://www.schooldigger.com/go/NY/schools/0007805630/school.aspx,New York City Geographic District # 3,https://www.schooldigger.com/go/NY/district/00078/search.aspx,439 W 49th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10019,New York County,(212) 501-1110,9,12,Yes,No,No,No,411,26,15.7,87.10%,32.80%,0.70%,2.40%,60.10%,0.00%,1.90%,1.90%,21.1,23.4,906,-33,1
940,The Bronxwood Preparatory Academy,https://www.schooldigger.com/go/NY/schools/0008805804/school.aspx,New York City Geographic District #11,https://www.schooldigger.com/go/NY/district/00088/search.aspx,921 E 228th St,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10466,Bronx County,(718) 696-3820,9,12,Yes,No,No,No,359,26,13.8,70.50%,63.80%,3.30%,3.60%,24.80%,0.30%,0.60%,3.60%,20.9,11,1058,118,1
941,Palisade Preparatory School,https://www.schooldigger.com/go/NY/schools/3192006001/school.aspx,Yonkers City School District,https://www.schooldigger.com/go/NY/district/31920/search.aspx,201 Palisade Ave,Yonkers,https://www.schooldigger.com/go/NY/city/Yonkers/search.aspx,10703,Westchester County,(914) 376-8177,7,12,Yes,No,Yes,No,798,48,16.6,58.80%,31.70%,0.10%,4.00%,53.60%,0.00%,1.80%,8.80%,20.8,22.1,917,-24,1
942,International School For Liberal Arts,https://www.schooldigger.com/go/NY/schools/0008705938/school.aspx,New York City Geographic District #10,https://www.schooldigger.com/go/NY/district/00087/search.aspx,2780 Reservoir Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10468,Bronx County,(718) 329-8570,6,12,Yes,No,No,No,517,40,12.9,98.10%,0.20%,0.00%,0.20%,99.60%,0.00%,0.00%,0.00%,20.8,29.2,851,-91,1
943,Union Square Academy For Health Sciences,https://www.schooldigger.com/go/NY/schools/0007706309/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,40 Irving Pl,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10003,New York County,(212) 253-3110,9,12,Yes,No,No,No,423,30,14.1,83.50%,20.60%,0.20%,11.10%,59.60%,0.50%,2.10%,5.90%,20.8,21.3,924,-19,1
944,Newtown High School,https://www.schooldigger.com/go/NY/schools/0009802038/school.aspx,New York City Geographic District #24,https://www.schooldigger.com/go/NY/district/00098/search.aspx,48-01 90th St,Elmhurst,https://www.schooldigger.com/go/NY/city/Elmhurst/search.aspx,11373,Queens County,(718) 595-8400,9,12,Yes,No,No,No,1778,115.4,15.4,76.00%,7.90%,1.00%,24.30%,59.60%,1.10%,1.20%,4.90%,20.7,27.1,867,-77,1
945,The High School For Language And Diplomacy,https://www.schooldigger.com/go/NY/schools/0007706105/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,40 Irving Pl,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10003,New York County,(212) 253-2480,9,12,Yes,No,Yes,No,301,20.8,14.4,74.80%,22.90%,0.30%,24.30%,46.80%,0.30%,1.70%,3.70%,20.5,14.5,1009,64,1
946,Bronx Theatre High School,https://www.schooldigger.com/go/NY/schools/0008705496/school.aspx,New York City Geographic District #10,https://www.schooldigger.com/go/NY/district/00087/search.aspx,99 Terrace View Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10463,Bronx County,(718) 329-2902,9,12,Yes,No,Yes,No,353,27,13,84.70%,32.00%,0.80%,1.10%,61.20%,0.00%,2.50%,2.30%,20.4,13.4,1027,81,1
947,Eagle Academy For Young Men,https://www.schooldigger.com/go/NY/schools/0008605670/school.aspx,New York City Geographic District # 9,https://www.schooldigger.com/go/NY/district/00086/search.aspx,4143 3rd Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10457,Bronx County,(718) 466-8000,6,12,Yes,No,No,No,532,33.4,15.9,77.80%,54.50%,1.50%,0.40%,41.70%,0.00%,0.90%,0.90%,20,11.2,1056,109,1
948,Excellence Girls Charter School,https://www.schooldigger.com/go/NY/schools/0100006112/school.aspx,Excellence Girls Charter School,https://www.schooldigger.com/go/NY/district/01000/search.aspx,794 Monroe St-3rd Fl,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11221,Kings County,(718) 638-1875,KG,12,Yes,Yes,No,No,1443,123,11.7,67.60%,76.80%,3.00%,1.70%,16.60%,0.30%,0.50%,1.00%,19.9,27.1,866,-82,1
949,Frederick Douglass Academy III Secondary School,https://www.schooldigger.com/go/NY/schools/0008605668/school.aspx,New York City Geographic District # 9,https://www.schooldigger.com/go/NY/district/00086/search.aspx,3630 3rd Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10456,Bronx County,(718) 538-9726,9,12,Yes,No,No,No,411,31,13.2,86.60%,43.60%,0.70%,1.20%,51.80%,0.00%,1.20%,1.50%,19.9,7.5,1111,162,1
950,True North Rochester Preparatory Charter School,https://www.schooldigger.com/go/NY/schools/0017305854/school.aspx,True North Rochester Preparatory Charter School,https://www.schooldigger.com/go/NY/district/00173/search.aspx,630 Brooks Ave,Rochester,https://www.schooldigger.com/go/NY/city/Rochester/search.aspx,14619,Monroe County,(585) 436-8629,KG,12,Yes,Yes,No,No,1163,59,19.7,78.30%,85.80%,0.30%,0.80%,10.10%,0.10%,0.00%,2.80%,19.9,,,,1
951,New Visions Charter High School For The Humanities III,https://www.schooldigger.com/go/NY/schools/0110306424/school.aspx,New Visions Charter High School For The Humanities III,https://www.schooldigger.com/go/NY/district/01103/search.aspx,3000 Ave X,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11235,Kings County,(718) 368-4145,9,12,Yes,Yes,No,No,236,26,9,71.20%,88.10%,0.40%,0.00%,9.70%,0.00%,0.40%,1.30%,19.9,14.4,1015,64,1
952,August Martin High School,https://www.schooldigger.com/go/NY/schools/0012301912/school.aspx,New York City Geographic District #27,https://www.schooldigger.com/go/NY/district/00123/search.aspx,156-10 Baisley Blvd,Jamaica,https://www.schooldigger.com/go/NY/city/Jamaica/search.aspx,11434,Queens County,(718) 528-2920,9,12,Yes,No,No,No,311,25,12.4,77.20%,66.20%,4.20%,11.60%,15.10%,1.00%,0.60%,1.30%,19.8,14.4,1012,60,1
953,Leadership Preparatory Ocean Hill Charter School,https://www.schooldigger.com/go/NY/schools/0099306157/school.aspx,Leadership Preparatory Ocean Hill Charter School,https://www.schooldigger.com/go/NY/district/00993/search.aspx,51 Christopher Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11212,Kings County,(718) 250-5767,KG,12,Yes,Yes,No,No,1202,96.9,12.3,72.50%,82.20%,2.90%,0.70%,12.30%,0.20%,1.00%,0.70%,19.8,,,,1
